PRT_ID,AREA,INT_SQFT,DATE_SALE,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,DATE_BUILD,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,QS_ROOMS,QS_BATHROOM,QS_BEDROOM,QS_OVERALL,REG_FEE,COMMIS,INF_PRICE,1+0.04,"POWER(Z,Y)",SALES_PRICE
P01925,KK Nagar,1866,14-01-2012,3,2,5,Adj Land,No,19-01-1991,House,AllPub,Gravel,RL,2.6,4.1,3.8,3.53,530289,227267,16019529.31,1.04,1.480244285,10822220
P07961,Velachery,1657,10/6/2008,2,1,4,Normal Sale,No,23-06-1958,Commercial,AllPub,No Access,A,3,2.9,2.3,2.75,401448,184449,18788602.87,1.04,1.731676448,10849950
P02140,Chrompet,904,2/12/2011,1,1,3,Family,No,5/12/1999,Others,AllPub,No Access,RM,2.6,2.8,4.3,3.19,236658,50712,13011588.84,1.04,1.539454056,8452080
P00283,Chrompet,1297,28-07-2014,2,1,4,Family,No,7/8/1975,House,NoSewer ,Gravel,RM,3.9,4.3,3.3,3.88,282477,131150,13806740.44,1.04,1.36856905,10088450
P03614,Chrompet,969,16-02-2011,1,1,3,Family,No,26-02-1972,Others,NoSewer ,Paved,RM,4.7,3.7,2.3,3.58,285331,43232,13310704.76,1.04,1.539454056,8646380
P09768,Velachery,1506,28-08-2005,2,1,4,Adj Land,No,3/9/1982,Others,NoSewer ,Gravel,C,2.4,2.3,4.7,3.05,291588,85761,16705408.92,1.04,1.947900496,8576110
P01154,Chrompet,1095,25-11-2012,1,1,3,Partial,No,30-11-1993,House,AllPub,Gravel,RH,4.2,4.8,3.9,4.35,276119,108774,12385573.99,1.04,1.480244285,8367250
P05489,Karapakkam,1299,15-02-2010,1,1,3,Normal Sale,No,24-02-1975,Commercial,AllPub,Paved,RL,4.1,3.6,4.6,4.15,458004,117164,17052994.42,1.04,1.601032219,10651250
P02321,Karapakkam,514,24-10-2011,1,1,2,Adj Land,No,2/11/1973,House,AllPub,No Access,C,3.2,4.2,2.6,3.26,111366,43309,4762301.123,1.04,1.539454056,3093500
P03117,KK Nagar,1738,24-05-2011,2,1,4,Adj Land,No,25-05-2006,House,AllPub,Gravel,RL,3.5,2.3,4.2,3.42,330042,159698,16389797.61,1.04,1.539454056,10646500
P00901,T Nagar,1782,13-05-2013,1,1,4,Family,No,18-05-1993,House,NoSewer ,Gravel,RH,4.8,4.4,4.3,4.475,375257,181576,17229260.65,1.04,1.423311812,12105050
P01770,Karapakkam,694,10/2/2012,1,1,2,Adj Land,No,18-02-1977,Commercial,NoSewer ,Gravel,I,4.2,4.7,3.8,4.19,270514,97108,10267344.42,1.04,1.480244285,6936250
P00472,Anna Nagar,1846,18-03-2014,2,1,5,Adj Land,No,28-03-1972,Commercial,NoSewer ,Paved,RL,3,4.7,2,3.025,769310,222695,27706666.74,1.04,1.36856905,20244990
P06340,Karapakkam,1213,10/9/2009,1,1,3,Normal Sale,No,18-09-1976,House,NoSewer ,Paved,RL,2.8,3.6,3.9,3.48,325158,117610,11519394.79,1.04,1.665073507,6918250
P09991,Velachery,1508,1/5/2004,2,1,4,Partial,No,13-05-1957,House,ELO,Paved,I,4.7,5,3.7,4.54,206724,137816,13959476.19,1.04,2.025816515,6890790
P00225,Anna Nagar,2000,9/9/2014,2,1,5,Family,No,19-09-1972,Commercial,ELO,Paved,RL,3.9,5,3.1,,690587,334830,28639893.98,1.04,1.36856905,20926890
P00092,T Nagar,1749,19-12-2014,1,1,4,Family,No,23-12-1997,House,NoSewer ,Paved,RH,3.9,3.5,4.4,4.025,454076,113519,15535845.32,1.04,1.36856905,11351890
P01009,Chrompet,1101,2/3/2013,1,1,3,Family,No,12/3/1973,House,ELO,Gravel,RM,4.4,3.1,2.2,3.22,269472,62877,12784756.02,1.04,1.423311812,8982400
P08562,Adyar,1266,7/11/2007,2,2,4,Family,No,16-11-1969,Others,NoSewer ,Gravel,A,3,3.7,4.5,3.89,300546,113720,14628829.97,1.04,1.800943506,8122870
P09599,Velachery,1563,8/8/2006,2,1,4,Partial,No,17-08-1970,House,AllPub,No Access,A,2.8,2.3,4.9,3.21,174011,101039,10513549.44,1.04,1.872981246,5613270
P07253,Chrompet,889,6/1/2009,1,1,3,Family,No,10/1/1994,Commercial,NoSewer ,Gravel,RM,4.2,4.7,2.8,3.98,400826,133609,20224399.09,1.04,1.665073507,12146250
P05740,KK Nagar,1791,1/1/2010,3,2,5,Adj Land,No,7/1/1987,House,NoSewer ,Gravel,RL,4.1,2.6,3.3,3.33,438239,125211,16705586.44,1.04,1.601032219,10434260
P03154,KK Nagar,2450,16-05-2011,4,2,6,Normal Sale,No,19-05-1999,House,NoSewer ,Gravel,RH,4.8,3.4,4.5,4.26,360785,232765,17916535.78,1.04,1.539454056,11638240
P01507,Chrompet,1170,28-03-2012,1,1,3,Ab Normal,No,7/4/1974,Commercial,AllPub,Paved,RH,4.5,4.6,2.5,3.94,385904,186728,18426820.98,1.04,1.480244285,12448500
P02862,Anna Nagar,1830,10/7/2011,2,1,5,Ab Normal,No,20-07-1968,Commercial,NoSewer ,Gravel,RM,3.9,4.6,2.7,3.595,769130,270235,32001108.7,1.04,1.539454056,20787310
P00751,Anna Nagar,1615,19-08-2013,1,1,4,Ab Normal,No,27-08-1983,House,ELO,No Access,RH,2.1,4.6,2.5,2.885,295379,157535,14013856.94,1.04,1.423311812,9845950
P03091,KK Nagar,1964,29-05-2011,3,2,5,Family,No,2/6/1992,House,NoSewer ,Paved,RL,4.9,4.8,2.9,4.07,383214,211776,15524747.59,1.04,1.539454056,10084580
P01272,Chrompet,812,12/9/2012,1,1,3,Normal Sale,No,15-09-2002,House,AllPub,No Access,RL,4.1,5,3.3,4.22,224009,86713,10696393.23,1.04,1.480244285,7226100
P01753,Karapakkam,1045,13-02-2012,1,1,3,Normal Sale,No,21-02-1977,House,NoSewer ,No Access,A,4.6,4.5,4.7,4.61,128691,53621,5291503.258,1.04,1.480244285,3574750
P07454,Chrompet,1093,4/11/2008,1,1,3,Ab Normal,No,7/11/1996,House,NoSewer ,No Access,RM,4.6,4.9,3.8,4.48,271262,61253,15152861.59,1.04,1.731676448,8750400
P07901,Chrompet,934,30-06-2008,1,1,3,Family,No,4/7/1994,Others,NoSewer ,No Access,RH,4.3,2,2.1,2.72,193095,57213,12384395.82,1.04,1.731676448,7151680
P02177,Velachery,1617,23-11-2011,2,1,4,Family,No,3/12/1969,House,NoSewer ,No Access,RM,4,2.1,2.7,2.76,324098,76760,13129834.31,1.04,1.539454056,8528890
P05995,Velachery,1994,13-11-2009,3,2,5,Normal Sale,No,20-11-1980,House,NoSewer ,No Access,I,3.6,2.6,4.2,3.33,309945,92146,13948120.96,1.04,1.665073507,8376880
P03762,Karapakkam,785,14-01-2011,1,1,2,Family,No,22-01-1979,Others,NoSewer ,No Access,I,3.2,4.2,2.6,3.26,194903,62203,6383923.54,1.04,1.539454056,4146875
P03670,Velachery,1956,3/2/2011,3,2,5,Ab Normal,No,7/2/1994,Others,NoSewer ,Paved,C,2.8,4.5,3,3.63,353953,133928,14726863.94,1.04,1.539454056,9566290
P05190,Karapakkam,1042,12/4/2010,1,1,3,Family,No,13-04-2005,Others,NoSewer ,Gravel,C,3.6,3.2,2.3,2.96,281930,143964,9603791.763,1.04,1.601032219,5998500
P07762,Anna Nagar,1566,10/8/2008,1,1,4,Family,No,17-08-1982,Others,NoSewer ,No Access,RL,3.7,2.5,4.9,3.88,309693,114701,19862502.02,1.04,1.731676448,11470100
P07891,KK Nagar,1380,2/7/2008,2,1,4,Family,No,9/7/1980,Commercial,AllPub,Gravel,RH,3.1,4.9,4.9,4.36,519292,193225,20912694.52,1.04,1.731676448,12076560
P01363,Chrompet,975,7/7/2012,1,1,3,Family,No,10/7/2001,House,NoSewer ,Paved,RL,2.5,3.5,2.9,3.02,201871,129198,11952750.56,1.04,1.480244285,8074850
P05250,Chrompet,1036,2/4/2010,1,1,3,Normal Sale,No,6/4/1993,House,NoSewer ,No Access,RM,2,4,2.3,2.89,224466,33254,13310261.4,1.04,1.601032219,8313550
P04159,Anna Nagar,1960,25-10-2010,2,1,5,Partial,No,3/11/1974,Others,NoSewer ,Paved,RH,4.2,2,2,2.77,506073,77857,20775346.3,1.04,1.601032219,12976220
P02008,KK Nagar,2438,28-12-2011,4,2,6,Normal Sale,No,29-12-2006,House,NoSewer ,Paved,RL,4.3,2.6,3.2,3.35,368017,106844,18275628.83,1.04,1.539454056,11871500
P09033,T Nagar,1752,7/5/2007,1,1,4,Normal Sale,No,13-05-1983,Others,NoSewer ,No Access,RH,3.3,4.9,2.2,3.205,419552,119872,21588251.98,1.04,1.800943506,11987190
P01285,Chrompet,1272,30-08-2012,2,1,4,Ab Normal,No,6/9/1986,Others,ELO,Paved,RH,2.9,4.1,2.3,3.2,281019,27195,13418621.68,1.04,1.480244285,9065140
P09422,Adyar,784,14-12-2006,1,1,2,Adj Land,No,20-12-1983,House,NoSewer ,Gravel,RM,4.8,2,2.6,3.14,352718,90440,16939326.67,1.04,1.872981246,9044045
P02977,KK Nagar,2461,20-06-2011,4,2,6,Partial,No,27-06-1983,Others,NoSewer ,Gravel,RL,3.6,4.1,2.6,3.35,444954,152556,19571048.63,1.04,1.539454056,12712980
P05870,Chrompet,911,7/12/2009,1,1,3,Partial,No,14-12-1981,Commercial,AllPub,Paved,RM,2.9,2.5,2,2.47,299198,34523,19160999.89,1.04,1.665073507,11507600
P09379,Velachery,1673,29-12-2006,2,1,4,Adj Land,No,9/1/1962,House,ELO,No Access,RL,2.5,4.8,4,3.99,288431,127249,15888968.15,1.04,1.872981246,8483250
P05466,Chrompet,1171,19-02-2010,1,1,3,Adj Land,No,21-02-2003,Commercial,AllPub,No Access,RM,4,4.4,4.8,,449122,238596,22470567.24,1.04,1.601032219,14035050
P09802,Velachery,1966,13-06-2005,3,2,5,Ab Normal,No,15-06-1999,House,NoSewer ,Gravel,C,3.4,4.5,3.6,3.96,317668,140148,18199565.47,1.04,1.947900496,9343170
P06789,Anna Nagar,1622,23-05-2009,1,1,4,Normal Sale,No,29-05-1985,House,NoSewer ,Gravel,RH,3.1,2.8,2.9,2.945,305338,124397,18830033.23,1.04,1.665073507,11308830
P09740,Velachery,1938,8/10/2005,3,2,5,Adj Land,No,17-10-1971,House,AllPub,Gravel,RM,2.8,3.7,3.5,3.42,369739,231087,22506685.13,1.04,1.947900496,11554330
P08482,Anna Nagar,1958,16-12-2007,2,1,5,Family,No,21-12-1985,Commercial,NoSewer ,No Access,RH,2.9,3.2,2.6,2.855,594051,118810,35661725,1.04,1.800943506,19801690
P07603,Anna Nagar,1601,24-09-2008,1,1,4,Ab Normal,No,4/10/1970,Others,NoSewer ,Gravel,RL,2.5,3.8,4.8,3.745,505862,113819,21899715.46,1.04,1.731676448,12646540
P00831,Chrompet,1015,25-06-2013,1,1,3,Normal Sale,No,4/7/1976,Commercial,NoSewer ,Paved,RL,3.1,4.1,3.9,3.74,362010,58389,16621079.52,1.04,1.423311812,11677750
P09147,T Nagar,1924,19-03-2007,2,1,5,Family,No,27-03-1975,Others,AllPub,Paved,RL,2,2,2.2,2.09,372072,179146,24817829.94,1.04,1.800943506,13780460
P00891,T Nagar,1848,21-05-2013,2,1,5,Adj Land,No,25-05-1997,Others,ELO,Paved,RM,4.5,5,2,3.5,502253,221582,21025389.82,1.04,1.423311812,14772160
P00093,Anna Nagar,1534,17-12-2014,1,1,4,Ab Normal,No,23-12-1988,Commercial,NoSewer ,Paved,RL,2.2,2.1,4,2.895,692463,155804,23692078.92,1.04,1.36856905,17311570
P06381,KK Nagar,1635,2/9/2009,2,1,4,Partial,No,5/9/1998,House,NoSewer ,Paved,RL,3.3,4.1,4.3,3.94,293971,169256,14832841.12,1.04,1.665073507,8908220
P05834,Chrompet,1117,13-12-2009,1,1,3,Family,No,22-12-1972,Others,AllPub,Paved,RH,3.4,3.2,2.5,3.05,223631,91109,13791204.43,1.04,1.665073507,8282640
P05098,Karapakkam,734,1/5/2010,1,1,2,Adj Land,No,6/5/1991,House,NoSewer ,Gravel,RL,2.4,2.8,4.3,3.28,268090,100534,10730518.19,1.04,1.601032219,6702250
P02464,Karapakkam,1624,29-09-2011,2,2,4,Normal Sale,No,4/10/1988,House,NoSewer ,No Access,A,3.5,5,3.2,3.83,231480,43066,8287266.049,1.04,1.539454056,5383250
P07507,Chrompet,961,19-10-2008,1,1,3,Adj Land,No,24-10-1989,House,NoSewer ,Gravel,RL,3,4,3.1,3.43,218006,148244,15100651.54,1.04,1.731676448,8720250
P09020,Velachery,1940,11/5/2007,3,2,5,Family,No,13-05-1998,House,ELO,Paved,RM,2.2,3.4,4.2,3.34,355462,172345,19399007.05,1.04,1.800943506,10771580
P04050,Chrompet,753,17-11-2010,1,1,2,Family,No,26-11-1972,Commercial,ELO,Gravel,RH,3,5,2.3,3.59,250152,111179,14833403.4,1.04,1.601032219,9264900
P05790,Karapakkam,755,21-12-2009,1,1,2,Adj Land,No,28-12-1981,Commercial,NoSewer ,Paved,I,4.8,4.7,2.6,3.89,230826,135780,11304184.04,1.04,1.665073507,6789000
P09268,Anna Nagar,1971,7/2/2007,2,1,5,Adj Land,No,17-02-1966,Commercial,ELO,No Access,RM,3.2,3.8,4.9,4.03,786861,170132,38299801.08,1.04,1.800943506,21266520
P04402,Karapakkam,1375,8/9/2010,2,2,4,Ab Normal,No,14-09-1984,Others,NoSewer ,Paved,A,4.2,3.9,2.8,3.55,242676,135447,9035625.455,1.04,1.601032219,5643625
P03279,Karapakkam,728,20-04-2011,1,1,2,Adj Land,No,28-04-1978,House,NoSewer ,No Access,A,4.1,4.1,3.5,3.86,135229,64675,4525610.062,1.04,1.539454056,2939750
P00286,Anna Nagar,1807,26-07-2014,2,1,5,Adj Land,No,1/8/1988,Others,ELO,No Access,RL,3.8,3.7,2.3,3.175,468129,156043,17796297.13,1.04,1.36856905,13003580
P03925,Karapakkam,1333,12/12/2010,2,2,4,Partial,No,13-12-2004,Commercial,NoSewer ,No Access,RH,4.9,3.2,3,3.63,359585,174933,15559631.62,1.04,1.601032219,9718500
P08696,Adyar,1191,17-09-2007,1,1,3,Partial,No,22-09-1984,Others,NoSewer ,Paved,C,3.6,4.7,3.3,3.67,263226,100645,13942805.57,1.04,1.800943506,7741945
P04451,Velachery,1904,28-08-2010,3,2,5,Adj Land,No,10/9/1957,Others,ELO,Paved,RH,2.1,5,3.8,3.92,392282,110644,16103998.58,1.04,1.601032219,10058510
P03760,Karapakkam,1253,14-01-2011,1,1,3,Partial,No,16-01-2004,House,NoSewer ,Paved,I,2.4,2.4,4.7,3.32,217323,120735,9293299.274,1.04,1.539454056,6036750
P05612,KK Nagar,1472,26-01-2010,2,1,4,Ab Normal,No,1/2/1985,Commercial,NoSewer ,Gravel,RL,4.5,2.5,3.8,3.62,514242,184600,21110730.52,1.04,1.601032219,13185700
P07446,Anna Nagar,1765,7/11/2008,1,1,4,Family,No,17-11-1971,Commercial,AllPub,Gravel,RM,3,4.4,3.3,3.47,650414,121953,35197085.74,1.04,1.731676448,20325440
P06082,Chrompet,985,27-10-2009,1,1,3,Adj Land,No,3/11/1982,House,AllPub,Gravel,RM,4.1,4.6,3.1,4,239336,153175,15940497.97,1.04,1.665073507,9573450
P07272,Chrompet,705,1/1/2009,1,1,2,Adj Land,No,6/1/1991,House,AllPub,Paved,RL,3.2,5,4.7,4.37,194888,112436,12480891.49,1.04,1.665073507,7495700
P08208,Chrompet,987,22-03-2008,1,1,3,Partial,No,25-03-1997,House,NoSewer ,No Access,RL,2.3,4.8,3,3.51,185396,51911,12841852.78,1.04,1.731676448,7415850
P01124,Chrompet,1212,9/12/2012,2,1,4,Normal Sale,No,16-12-1984,Commercial,NoSewer ,No Access,RH,2.7,4.6,5,4.15,396262,111449,18330161.03,1.04,1.480244285,12383200
P08220,Adyar,1234,19-03-2008,2,2,4,Normal Sale,No,23-03-1992,Others,AllPub,No Access,A,3,2,3.4,3,222457,96398,12840796.46,1.04,1.731676448,7415240
P02452,Karapakkam,850,1/10/2011,1,1,2,Normal Sale,No,3/10/2003,Others,ELO,No Access,A,3.1,2.9,2.6,2.84,117538,67673,5483150.485,1.04,1.539454056,3561750
P04663,Karapakkam,1555,23-07-2010,2,2,4,Normal Sale,No,1/8/1972,Commercial,NoSewer ,No Access,A,2.3,2.1,4.3,3.04,297347,139928,14001827.27,1.04,1.601032219,8745500
P01735,Velachery,1917,17-02-2012,3,2,5,Ab Normal,No,24-02-1984,House,ELO,No Access,I,4,2,3.3,2.89,280961,72247,11882601.79,1.04,1.480244285,8027460
P04038,Chrompet,1080,19-11-2010,1,1,3,Family,No,22-11-1996,House,NoSewer ,No Access,RM,4.1,2,3.4,3.05,266211,108148,13319147.13,1.04,1.601032219,8319100
P06079,Karapakkam,627,27-10-2009,1,1,2,Adj Land,No,30-10-1999,Others,NoSewer ,No Access,RM,3.2,2.9,2.3,2.75,280401,118391,10375281.16,1.04,1.665073507,6231125
P04059,Chrompet,951,16-11-2010,1,1,3,Partial,No,22-11-1985,Commercial,NoSewer ,Gravel,RL,2,4.1,4.3,3.53,325398,162699,18606155.77,1.04,1.601032219,11621350
P01678,Anna Nagar,1823,27-02-2012,2,1,5,Adj Land,No,4/3/1991,Others,AllPub,Paved,RH,4,3.7,2,,497660,134503,19909670.5,1.04,1.480244285,13450260
P02180,Karapakkam,575,22-11-2011,1,1,2,Family,No,24-11-2002,House,AllPub,Gravel,A,4.6,3,3.4,3.64,131183,43728,6119714.737,1.04,1.539454056,3975250
P09389,Adyar,706,25-12-2006,1,1,2,Ab Normal,No,31-12-1981,Others,ELO,Paved,A,3.9,4,4.5,4.22,197132,5055,9467311.478,1.04,1.872981246,5054675
P01723,Karapakkam,1109,19-02-2012,1,1,3,Normal Sale,No,25-02-1988,House,NoSewer ,Gravel,A,3.9,4.8,5,4.61,176987,130138,7705411.625,1.04,1.480244285,5205500
P02417,Chrompet,1211,8/10/2011,2,1,4,Adj Land,No,10/10/2000,House,ELO,Gravel,RH,3.4,3.1,2.9,3.13,239519,27637,14181835.63,1.04,1.539454056,9212250
P02533,Karapakkam,1450,15-09-2011,2,2,4,Normal Sale,No,24-09-1972,House,NoSewer ,Gravel,I,2,3.3,2.7,2.67,282500,117134,10607223.31,1.04,1.539454056,6890250
P08962,Adyar,1277,3/6/2007,2,2,4,Partial,No,10/6/1979,Commercial,ELO,Gravel,I,4.6,4.4,3.5,4.01,503434,176882,24504213.64,1.04,1.800943506,13606320
P04530,T Nagar,1568,14-08-2010,1,1,4,Adj Land,No,18-08-1993,Others,AllPub,Gravel,RH,3.9,2,3.2,3.11,320072,153635,20497823.37,1.04,1.601032219,12802880
P06833,Adyar,995,10/5/2009,1,1,3,Ab Normal,No,20-05-1970,Commercial,AllPub,Gravel,RH,2.8,4.3,2.5,2.95,389504,48688,20267249.75,1.04,1.665073507,12171985
P03864,Karapakkam,561,26-12-2010,1,1,2,Family,No,4/1/1976,House,AllPub,Gravel,I,3,4,4.8,4.02,235188,79964,7530855.298,1.04,1.601032219,4703750
P05432,Karapakkam,831,25-02-2010,1,1,2,Adj Land,No,5/3/1977,House,NoSewer ,Gravel,RH,3.4,2.8,3.4,3.22,304163,66916,9739479.244,1.04,1.601032219,6083250
P05897,KK Nagar,1563,3/12/2009,2,1,4,Ab Normal,No,8/12/1990,Commercial,NoSewer ,Paved,RM,5,5,2.7,4.08,429046,221443,23044917.05,1.04,1.665073507,13840180
P07928,Chrompet,1107,21-06-2008,1,1,3,Partial,No,23-06-2001,Commercial,NoSewer ,Gravel,RL,3.4,3.7,4.4,3.82,358626,39847,23000905.83,1.04,1.731676448,13282450
P00858,Chrompet,910,11/6/2013,1,1,3,Partial,No,16-06-1992,House,ELO,Gravel,RL,3.9,3.5,2.6,3.35,243280,102021,11169795.28,1.04,1.423311812,7847750
P09569,Velachery,1851,28-09-2006,3,2,5,Partial,No,2/10/1990,Others,ELO,Paved,RM,4.7,3.7,4.7,4.25,356633,200606,20873945.2,1.04,1.872981246,11144770
P02351,Karapakkam,895,19-10-2011,1,1,3,Adj Land,No,31-10-1963,House,ELO,Gravel,I,2.4,3.8,4.1,3.5,168563,48938,8370781.431,1.04,1.539454056,5437500
P05743,Karapakkam,1192,31-12-2009,1,1,3,Adj Land,No,2/1/2001,Others,ELO,Paved,RM,5,4.7,2.5,3.91,414228,120817,14369168.1,1.04,1.665073507,8629750
P06161,Velachery,1670,11/10/2009,2,1,4,Partial,No,21-10-1970,Others,NoSewer ,No Access,RH,4.6,3.3,2.8,3.48,252573,57033,13566236.35,1.04,1.665073507,8147530
P02899,Anna Nagar,1532,3/7/2011,1,1,4,Normal Sale,No,9/7/1986,House,AllPub,Paved,RL,4.5,4.1,4.1,4.24,395546,67808,17397832.13,1.04,1.539454056,11301300
P09658,Velachery,1896,19-04-2006,3,2,5,Family,No,22-04-1993,Others,AllPub,No Access,RH,2.2,4.4,2.7,3.34,386563,109030,18564727.89,1.04,1.872981246,9911860
P01570,Adyar,722,16-03-2012,1,1,2,Partial,No,19-03-2003,House,NoSewer ,Paved,C,3,2.2,2.7,2.69,201816,10622,7861481.181,1.04,1.480244285,5310935
P04079,Karapakkam,1107,12/11/2010,1,1,3,Ab Normal,No,23-11-1964,House,NoSewer ,Gravel,A,3.2,3,2.2,2.74,178480,89240,7143805.759,1.04,1.601032219,4462000
P04888,T Nagar,1773,10/6/2010,1,1,4,Normal Sale,No,18-06-1977,Others,NoSewer ,Gravel,RM,2.6,3.4,2.6,2.8,423038,267924,22576555.57,1.04,1.601032219,14101250
P00704,Chrompet,883,3/10/2013,1,1,3,Adj Land,No,12/10/1976,House,NoSewer ,No Access,RM,3.4,3.6,5,3.96,210096,108939,11075287.37,1.04,1.423311812,7781350
P02069,Karapakkam,910,15-12-2011,1,1,3,Adj Land,No,27-12-1961,Others,AllPub,Paved,I,4.4,3.7,4.5,4.23,173685,140069,8625176.214,1.04,1.539454056,5602750
P09845,Velachery,1537,24-02-2005,2,1,4,Family,No,7/3/1960,Others,AllPub,Gravel,A,2.5,4.8,4.5,4.14,298736,97089,14547700.06,1.04,1.947900496,7468400
P03362,Karapakkam,1579,8/4/2011,2,2,4,Family,No,19-04-1965,Commercial,AllPub,Paved,A,4,2.8,2.4,3,345710,93435,14383888.98,1.04,1.539454056,9343500
P01792,Karapakkam,1584,7/2/2012,2,2,4,Ab Normal,No,9/2/2001,Commercial,NoSewer ,No Access,I,3.5,3.1,4.2,3.66,482782,209905,15535533.83,1.04,1.480244285,10495250
P07318,Velachery,1761,21-12-2008,2,1,4,Ab Normal,No,4/1/1956,Commercial,NoSewer ,No Access,A,2.9,4.2,3.2,3.58,386251,159044,19672381.26,1.04,1.731676448,11360310
P01187,Chrompet,1165,7/11/2012,1,1,3,Partial,No,17-11-1973,House,NoSewer ,No Access,RM,4.2,3,3.5,3.51,262280,98355,12132452.22,1.04,1.480244285,8196250
P09001,Chrompet,1109,18-05-2007,1,1,3,Adj Land,No,22-05-1989,House,ELO,Paved,RL,2.2,3,4.3,3.15,235275,34856,15693241.61,1.04,1.800943506,8713900
P00082,T Nagar,1600,23-12-2014,1,1,4,Partial,No,26-12-2003,House,ELO,Gravel,RM,2.4,4.5,2.1,2.79,415246,195410,16714498.04,1.04,1.36856905,12213120
P04916,Karapakkam,1170,4/6/2010,1,1,3,Adj Land,No,11/6/1981,Others,NoSewer ,Paved,RM,3.3,3.9,2.9,3.32,407803,141483,13324590.64,1.04,1.601032219,8322500
P06913,Chrompet,1288,20-04-2009,2,1,4,Family,No,27-04-1981,House,NoSewer ,No Access,RM,2.5,3.1,2.9,2.86,232310,151895,14877431.79,1.04,1.665073507,8935000
P01179,Chrompet,722,10/11/2012,1,1,2,Family,No,19-11-1978,Others,AllPub,Paved,RH,2.3,2.1,4.5,2.88,168850,32471,9613061.645,1.04,1.480244285,6494240
P00846,Chrompet,798,18-06-2013,1,1,2,Partial,No,24-06-1988,House,AllPub,No Access,RL,4.4,3.5,3.5,3.77,194585,71348,9231813.912,1.04,1.423311812,6486150
P02690,KK Nagar,1952,17-08-2011,3,2,5,Adj Land,No,24-08-1983,House,NoSewer ,Paved,RH,4.4,4.5,4.3,4.39,483558,145067,14888306.49,1.04,1.539454056,9671160
P02667,Chrompet,1052,22-08-2011,1,1,3,Partial,No,30-08-1976,Others,NoSewer ,Paved,RH,3.6,4.1,4.7,4.13,196787,47229,12117797.21,1.04,1.539454056,7871490
P01589,Velachery,1786,13-03-2012,2,1,4,Partial,No,17-03-1998,Commercial,NoSewer ,Paved,RH,3.4,4,2.1,3.28,454563,113641,21026988.49,1.04,1.480244285,14205080
P05917,Karapakkam,1652,30-11-2009,2,2,4,Adj Land,No,2/12/2001,Others,NoSewer ,Paved,A,3.3,2,2.9,2.75,224464,105218,11679658.12,1.04,1.665073507,7014500
P07929,Chrompet,1229,21-06-2008,2,1,4,Ab Normal,No,28-06-1983,House,AllPub,No Access,RH,2.9,5,3,3.77,222515,79470,13761546.15,1.04,1.731676448,7946950
P03511,T Nagar,1902,13-03-2011,2,1,5,Ab Normal,No,20-03-1982,Commercial,AllPub,Paved,RH,3.4,2,3.2,2.96,544913,262366,31069230.98,1.04,1.539454056,20181980
P04674,Velachery,1677,21-07-2010,2,1,4,Normal Sale,No,27-07-1984,Commercial,AllPub,Gravel,A,2.8,3.9,4.6,3.84,406252,165040,20325696.4,1.04,1.601032219,12695370
P07283,Adyar,655,30-12-2008,1,1,2,Family,No,8/1/1973,Commercial,ELO,No Access,RH,3.8,4.8,3.9,4.05,253588,47548,13722912.44,1.04,1.731676448,7924640
P02643,Velachery,1882,28-08-2011,3,2,5,Partial,No,9/9/1960,Commercial,ELO,Paved,A,2.1,3,4.6,3.26,434072,210835,19092416.97,1.04,1.539454056,12402070
P05726,Karapakkam,1390,3/1/2010,2,2,4,Partial,No,13-01-1971,Others,NoSewer ,No Access,I,3.5,4.5,2.4,3.36,291085,106929,9510931.894,1.04,1.601032219,5940500
P06046,Karapakkam,1591,3/11/2009,2,2,4,Normal Sale,No,9/11/1987,House,ELO,Paved,RM,4.1,4.8,4.2,4.35,395595,87910,14637661.2,1.04,1.665073507,8791000
P05774,KK Nagar,1338,25-12-2009,2,1,4,Normal Sale,No,27-12-2000,Commercial,AllPub,Gravel,RL,3.6,3.2,2.9,3.2,411103,231246,21391166.05,1.04,1.665073507,12846980
P03918,KK Nagar,1319,15-12-2010,1,1,3,Ab Normal,No,22-12-1980,Others,NoSewer ,Paved,RH,3.2,3.1,3,3.09,375685,86095,12530926.95,1.04,1.601032219,7826780
P03564,Chrompet,1251,28-02-2011,2,1,4,Ab Normal,No,8/3/1976,Commercial,AllPub,Gravel,RL,3.4,3.3,2.2,3,370236,213598,21921594.84,1.04,1.539454056,14239850
P00796,Anna Nagar,1710,17-07-2013,1,1,4,Partial,No,27-07-1974,Commercial,NoSewer ,Gravel,RH,3.5,3.5,3.8,3.62,603899,347700,26046577.7,1.04,1.423311812,18299980
P03153,Adyar,617,16-05-2011,1,1,2,Partial,No,25-05-1975,Others,NoSewer ,Paved,C,3.2,3.5,4.6,3.96,186882,54097,7570942.682,1.04,1.539454056,4917940
P09018,Adyar,916,12/5/2007,1,1,3,Partial,No,21-05-1969,Others,AllPub,Gravel,A,2.5,2.3,2,2.21,228552,30885,11124554.1,1.04,1.800943506,6177070
P00480,Chrompet,1027,13-03-2014,1,1,3,Family,No,22-03-1978,House,ELO,No Access,RM,2.9,2.8,4,3.19,207122,61370,10498566.9,1.04,1.36856905,7671200
P08361,Adyar,1223,30-01-2008,2,2,4,Partial,No,6/2/1978,Others,AllPub,No Access,A,4,3.6,4.4,4.12,248308,27590,11944151.71,1.04,1.731676448,6897450
